"customer_id","user_id","clean_name","age","age_range","gender","clean_email","clean_phone_number","clean_city","clean_state","signup_date","preferred_contact_method"
29538047,81182864,Aaron West,34.0,"31-50",Male,alexa_west@outlook.com,"699-182-1104",Philadelphia,PA,"",""
29602406,11646234,"",20.0,"16-30",Male,,"510-666-5278",Chicago,IL,"2024-08-27",Email
29655410,62343121,Cassidy Taylor,32.0,"31-50",Female,william_taylor@gmail.com,"569-691-4215",Indianapolis,IN,"2019-10-06",Push Notification
29776801,80415568,Charles Ross,36.0,"31-50",Male,,"751-353-8091",San Diego,CA,"2024-01-13",SMS
29804386,82909480,Austin Dunn,,"71+",Male,,"850-742-1130",Las Vegas,NV,"2022-02-14",Email
29822594,10791358,Suzanne Hernandez,25.0,"16-30",Female,monique.hernandez@hotmail.com,,Boston,MA,"",Push Notification
29909029,27105448,Joseph Wilkins,,"71+",Male,sunny5270@gmail.com,"981-712-9604",New York,NY,"2026-03-07",Email
29944139,95899313,"",51.0,"51-70",Female,,"943-298-5819",Detroit,MI,"",""
30068183,76001106,Ashley Fisher,,"71+",Female,juliefisher@gmail.com,,Houston,"","2026-03-03",Push Notification
30182766,67495923,"",22.0,"16-30","",laura.holmes@gmail.com,"365-934-7079",Fort Worth,TX,"2021-01-08",SMS
30248230,30452412,"",,"71+",Female,sarah_brown@icloud.com,,San Francisco,CA,"2023-10-22",Email
30261159,62884503,Michael Foley,26.0,"16-30",Male,dfoley@gmail.com,"692-107-1818",San Jose,CA,"2024-04-19",Email
30415230,85345555,Jessica Bell,56.0,"51-70",Female,jennifer.bell@icloud.com,"325-459-4259",Detroit,MI,"2025-01-28",Push Notification
30486849,13176186,Erin Miller,40.0,"31-50",Female,nicole_miller@icloud.com,"358-685-4882",Houston,TX,"2021-09-02",Email
30517835,39600202,"",47.0,"31-50",Male,karen_cisneros@outlook.com,"958-737-7677",Seattle,WA,"2021-01-26",Email
30665654,19335534,Paul Hall,21.0,"16-30",Male,shall@icloud.com,"223-251-3320",New York,"","2023-05-07",Email
30703455,84597009,Brandon Phillips,23.0,"16-30",Male,cphillips@yahoo.com,"928-607-8388",Boston,MA,"2020-01-03",Push Notification
30718012,94214382,Phillip Brown,77.0,"71+",Male,julie_brown@gmail.com,"513-636-1674",Columbus,OH,"2024-05-04",SMS
30739712,64193837,"",25.0,"16-30",Female,stephen_medina@gmail.com,"482-184-3355",San Diego,CA,"2019-11-04",Push Notification
30767532,87388337,Paul Chen,58.0,"51-70",Male,nicole10@outlook.com,"603-387-8610",New York,NY,"2018-10-22",Push Notification
30796389,60867083,Frank Harris,51.0,"51-70",Male,shane.harris@gmail.com,"242-814-8445",Phoenix,AZ,"2021-02-28",Push Notification
30881581,32775593,Brian Smith,64.0,"51-70",Male,kathryn61@gmail.com,"359-789-2073",San Francisco,CA,"2025-05-04",Email
31127115,97873101,"",28.0,"16-30",Female,john_casey@hotmail.com,"236-645-3868",Columbus,OH,"2023-09-26",Push Notification
31127198,98429450,Stephen Sweeney,,"71+",Male,asweeney@icloud.com,"361-463-7122",San Antonio,TX,"2022-12-04",SMS
31203129,66792612,Katherine Vasquez,37.0,"31-50",Female,,"454-340-6113",Nashville,"","2024-10-21",Push Notification
31257157,71662963,Andrew Lambert,64.0,"51-70",Male,lisa_lambert@gmail.com,"218-701-2106",Phoenix,AZ,"2022-03-27",Email
31306555,51746937,Mark Baker,47.0,"31-50",Male,jessica8@hotmail.com,"261-736-8908",Denver,CO,"2021-06-28",Push Notification
31516757,39042654,Megan Gutierrez,40.0,"31-50",Female,alejandrogutierrez@hotmail.com,"331-759-2533","",TX,"2019-10-10",Push Notification
31585546,46913810,"",60.0,"51-70","",john68@yahoo.com,"332-999-3981",Columbus,OH,"",Email
31751079,83871890,Timothy Hernandez,,"71+",Male,clayton44@hotmail.com,"662-638-9946","",NC,"",Push Notification
31776452,11362459,Lori Sherman,31.0,"31-50",Female,sandrasherman@yahoo.com,"251-768-8641",Boston,MA,"2019-08-12",SMS
32084778,81979055,"",40.0,"31-50",Female,chines@outlook.com,,Charlotte,"","2025-04-06",SMS
32218290,21490777,Marilyn Carney,50.0,"31-50",Female,sara_carney@gmail.com,"275-772-4181",Austin,TX,"2023-10-25",""
32329103,93926371,Shannon Stewart,39.0,"31-50",Female,mstewart@gmail.com,,Austin,"","2019-09-28",Email
32566390,72535301,Catherine Jenkins,44.0,"31-50",Female,jjenkins@gmail.com,"775-779-7607",San Antonio,TX,"2023-11-19",Email
32814819,25014631,Michelle Hughes,41.0,"31-50",Female,maryhughes@gmail.com,,Austin,"","2018-09-29",Push Notification
33068427,48349783,"",75.0,"71+","",ace3350@icloud.com,,Dallas,TX,"",Push Notification
33160465,72415804,Jennifer Galvan,31.0,"31-50",Female,sunny2212@outlook.com,"244-390-6369","",FL,"2023-08-02",""
33286644,83300637,Mindy Jones,53.0,"51-70",Female,michelle.jones@icloud.com,"972-998-1664","",IN,"2019-05-08",SMS
33386929,91178885,Austin Klein,80.0,"71+","",austinklein@gmail.com,"551-816-9253",Denver,"","2021-08-19",Push Notification
33420607,50181935,Richard Mack,42.0,"31-50",Male,tmack@outlook.com,"530-572-8913",Columbus,OH,"2024-05-18",""
33497411,58718453,Stephen Mcintosh,40.0,"31-50",Male,tmcintosh@outlook.com,"593-474-8624",San Antonio,TX,"2024-06-17",""
33500064,32269779,Bryan King,30.0,"16-30",Other,bryanking@yahoo.com,"644-697-7937",Denver,"","2020-02-29",Push Notification
33574011,23209423,Kimberly Hall,42.0,"31-50",Female,jenniferhall@gmail.com,"578-630-1180",Chicago,IL,"2021-04-24",Email
33581357,71265269,Juan Castro,58.0,"51-70","",ace384@aol.com,,"",AZ,"2020-10-07",""
33776150,46632757,Paula Pope,0.0,"16-30","",paula_pope@icloud.com,"510-964-8318","","","2024-01-25",Email
34166826,12614124,William Anderson,80.0,"71+",Male,,"242-581-9261",Jacksonville,FL,"2024-01-27",Email
34194479,47437115,Caroline Lane,,"71+",Female,amy_lane@yahoo.com,"592-972-1094",San Antonio,TX,"2020-09-29",Push Notification
34215035,53779528,Danielle Rivera,56.0,"51-70",Female,eric_rivera@outlook.com,"872-134-6967",San Diego,CA,"2021-11-27",""
34272734,79340535,Alex Simmons,34.0,"31-50",Male,asimmons@icloud.com,"505-263-3218",Jacksonville,FL,"",SMS
34347841,66431351,John Thompson,81.0,"71+",Male,katherine.thompson@gmail.com,"713-884-9758",Chicago,"","2026-02-22",SMS
34464938,48736657,Gregory Crawford,58.0,"51-70",Male,elizabeth_crawford@@gmail.com,"641-560-9829",Seattle,WA,"2021-10-30",Push Notification
35074182,34359060,"",87.0,"71+",Male,aibarra@gmail.com,"288-465-6258",Columbus,OH,"2021-06-24",Push Notification
35140847,98641164,Mike Bryant,30.0,"16-30","",sunny8729@gmail.com,"597-437-8910","",FL,"2026-01-26",Push Notification
35176902,70291817,"",,"71+",Male,heather_mills@gmail.com,"296-515-7213",Chicago,IL,"2019-07-29",SMS
35265073,14164775,Scott Rodriguez,36.0,"31-50",Male,peter.rodriguez@outlook.com,"638-481-3013",Houston,TX,"2026-04-17",Email
35320492,38317637,Scott Sanders,59.0,"51-70",Male,,"877-335-7793",Philadelphia,PA,"2021-09-19",SMS
35475673,96637649,"",28.0,"16-30",Female,matthew51@hotmail.com,"795-410-1558",Houston,TX,"2023-06-12",Push Notification
35519083,82374753,Tony Weber,41.0,"31-50",Male,,"263-425-8615",Los Angeles,CA,"2018-11-07",Push Notification
35583290,31831063,Laura Oneal,54.0,"51-70",Female,davidoneal@@icloud.com,"872-609-5843",San Diego,CA,"2020-01-07",SMS
35649468,22257687,Matthew Rodriguez,49.0,"31-50",Male,buddy9693@gmail.com,"515-800-2344",Phoenix,AZ,"2019-10-05",Push Notification
35770506,86483924,"",84.0,"71+","",,"588-962-3241","",CO,"2020-04-06",SMS
36025314,12621534,Levi Russell,38.0,"31-50",Male,jose.russell@outlook.com,"935-549-8823",New York,"","2019-03-26",SMS
36040410,42655866,Ruth Martin,18.0,"16-30",Female,sunny3512@gmail.com,"327-686-2309",Portland,"","2025-06-23",""
36477373,82238741,Loretta A. Bruce,25.0,"16-30",Female,gabriela.bruce@hotmail.com,"588-985-1669",New York,NY,"2023-07-19",Email
36738452,26240908,Jesse Orozco,66.0,"51-70",Male,emily37@@gmail.com,"619-911-3391",Phoenix,AZ,"2020-04-10",""
36772387,82475098,"",39.0,"31-50",Male,tracihansen@icloud.com,"679-463-2319","",TX,"2023-08-04",SMS
36802975,54398056,Rachel Wilkins,27.0,"16-30",Female,tara_wilkins@gmail.com,"728-538-8271",Austin,TX,"2021-07-10",Push Notification
36950221,18135295,"",22.0,"16-30",Female,lisa86@gmail.com,"208-246-8302",Boston,MA,"",Email
37057085,46540265,Renee Baker,87.0,"71+",Female,tracy77@yahoo.com,"651-795-7908",Detroit,MI,"",Email
37321124,30868105,Melissa Smith,95.0,"71+",Female,dsmith@gmail.com,"695-207-5840",Charlotte,NC,"",SMS
37437207,10744212,Jacqueline Crawford,72.0,"71+",Female,mcrawford@icloud.com,"441-964-9425","",WA,"2019-03-07",Push Notification
37542226,27778019,"",,"71+",Female,denise.wilkins@outlook.com,,Columbus,OH,"2023-08-03",Email
37804191,42787299,James Smith,27.0,"16-30",Male,jeffreysmith@outlook.com,"629-369-8698",Indianapolis,IN,"",Push Notification
38351344,67062156,Eric Gomez,65.0,"51-70",Male,joseph.gomez@gmail.com,"443-234-2896",New York,NY,"2021-01-22",""
38468360,11250299,Christopher Gibbs,44.0,"31-50",Male,trevor16@gmail.com,"362-394-2225",Los Angeles,CA,"2022-04-10",""
38553319,61700055,"",55.0,"51-70","",kevin32@outlook.com,"229-297-7122","",CA,"2023-02-28",SMS
38748452,70505620,Richard Morrison,16.0,"16-30",Male,michael8@icloud.com,,Phoenix,AZ,"",SMS
38859907,65259205,Rhonda Taylor,37.0,"31-50",Female,judith.taylor@icloud.com,"529-238-8338","",IL,"2020-11-05",Email
38874646,48508907,Haley Baird,27.0,"16-30",Female,jennifer.baird@gmail.com,"459-929-5002",Portland,"","2021-06-30",""
38933176,29777514,Mario Johnson,93.0,"71+",Male,brian71@outlook.com,,Fort Worth,TX,"2023-09-20",Email
38944689,63782042,Phillip Rubio,46.0,"31-50",Male,toni25@yahoo.com,"711-980-3954",Fort Worth,TX,"2018-06-13",SMS
38984499,48250360,Steven Dawson,64.0,"51-70",Male,julian_dawson@icloud.com,"250-677-9481","",PA,"",Push Notification
39161443,98231132,Brian Jenkins,16.0,"16-30",Male,timothy40@outlook.com,"610-292-2124",Phoenix,AZ,"2022-04-01",SMS
39394291,75151231,David Mack,89.0,"71+",Male,buddy9461@yahoo.com,"482-905-4371","",CA,"2024-06-13",Email
39597483,76354180,Cory Beard,25.0,"16-30",Male,sunny6402@gmail.com,"755-280-6613",Detroit,MI,"2019-12-16",SMS
39711402,98834863,William Key,24.0,"16-30","",wkey@gmail.com,"814-380-3112",San Jose,CA,Prefer not to say,SMS
39735904,54769200,Cindy Barrera,,"71+",Female,denisebarrera@gmail.com,"382-572-9195",Phoenix,AZ,"2019-12-15",Push Notification
39738898,54410148,Robert Brooks,29.0,"16-30",Male,ace1508@gmail.com,"638-182-1714","",CO,"2026-02-22",Push Notification
39801436,23492385,Jon Moses,,"71+",Male,lance25@gmail.com ,"343-420-7457",Charlotte,NC,"2018-12-17",Email
40097636,15957459,Sean Phillips,69.0,"51-70",Male,haley32@icloud.com,"586-932-7440",Las Vegas,NV,"2024-11-07",Email
40137082,84270583,Angela Martin,79.0,"71+",Female,sunny6740@outlook.com,"504-679-8706",Jacksonville,FL,"2023-01-28",Push Notification
40158811,94374605,Kathleen Velez,79.0,"71+","",kathleen_velez@icloud.com,"352-193-5066",Dallas,TX,"2021-04-07",""
40281491,69476001,Susan Jefferson,57.0,"51-70",Female,kevin_jefferson@icloud.com,"882-508-7200",Indianapolis,IN,"2023-02-13",Push Notification
40354559,19391725,Michael Wolfe,102.0,"71+",Male,bwolfe@icloud.com,"674-351-8453",Los Angeles,"","2025-10-23",Email
40406092,91917334,Karen Boyd,45.0,"31-50",Female,john_boyd@icloud.com,,Detroit,MI,"2019-02-20",SMS
40532691,70897765,Michele Castro,28.0,"16-30",Female,,"932-915-2752",Houston,TX,"2020-03-24",SMS
40667888,45810056,Benjamin Galloway,19.0,"16-30",Male,jeffrey34@hotmail.com,"626-943-7777",Denver,CO,"2019-11-15",SMS
40884937,81287314,Gail Moore,30.0,"16-30",Other,gail.moore@aol.com ,"597-414-3135",Houston,TX,"2022-06-24",Email
40885967,41944441,Jason Robinson,54.0,"51-70","",jasonrobinson@icloud.com,"234-864-3569",Las Vegas,NV,"2024-07-29",""
41163805,19289546,Christopher Mcguire,45.0,"31-50",Male,renee82@gmail.com,"984-383-9078",Nashville,"","2018-11-28",Email
41272553,31172421,Jason Brooks,58.0,"51-70",Male,,"438-782-5565",Austin,TX,"2023-05-09",Email
41348220,97971488,"",43.0,"31-50",Female,angela41@gmail.com,"897-506-4337",Houston,"","2025-08-09",SMS
41383044,10289289,Monica Wallace,35.0,"31-50",Female,,"565-106-8542",San Antonio,TX,"2020-02-21",SMS
41407343,12314351,Diana Johnson,74.0,"71+",Female,,"212-980-4544",Phoenix,AZ,"2019-10-24",""
41510328,49392920,Breanna Woods,47.0,"31-50",Female,eric.woods@gmail.com,,San Francisco,CA,"2019-06-09",""
41514326,81286543,Megan Buckley,52.0,"51-70",Female,david_buckley@outlook.com,"866-243-3031",San Jose,CA,"",Push Notification
41645597,26989677,Michael Wall,46.0,"31-50",Male,jasonwall@gmail.com,"622-795-5641",Philadelphia,PA,"2024-09-24",SMS
41690501,80166708,Andrew Paul,38.0,"31-50",Male,cpaul@hotmail.com,"392-440-8458",Boston,MA,"2020-02-01",Email
41711468,57212267,"",15.0,"16-30","",ahernandez@gmail.com,"783-867-8598",Columbus,OH,"",Push Notification
41837210,55377076,Destiny Reese,32.0,"31-50",Female,rocky2767@yahoo.com,"279-352-9161","",CA,"2024-09-03",Push Notification
41880763,42255732,Charles Rivera,82.0,"71+",Male,stacey.rivera@gmail.com,,"",CA,"2019-12-26",Email
41895531,85543051,Gary Harris,55.0,"51-70",Male,kristin_harris@@outlook.com,,"",AZ,"2024-05-16",Email
41934639,84252420,Teresa Perez,,"71+",Female,claudia_perez@gmail.com,"685-867-9938",Nashville,TN,"2018-10-29",Email
42002808,25898299,Alexandra Sanchez,36.0,"31-50",Female,ace2352@hotmail.com,"958-427-1356",Los Angeles,CA,"2020-10-10",Push Notification
42051937,86125617,Joseph Chavez,67.0,"51-70",Male,,,Los Angeles,CA,"2024-11-12",""
42100652,49491631,Diana Davis,23.0,"16-30",Female,cynthia_davis@hotmail.com,"845-458-9673",Austin,TX,"2023-04-17",Email
42117961,15831819,Nathan Brooks,38.0,"31-50",Male,bobby_brooks@gmail.com,"411-630-9348","",CA,"2021-05-04",Email
42287985,93955206,Matthew Baird,48.0,"31-50",Male,ace9147@outlook.com,"976-845-2701",Houston,TX,"2020-11-20",SMS
42323627,86149359,Robin Miller,37.0,"31-50",Female,,"497-872-3409",Phoenix,AZ,"",Push Notification
42363373,98742485,John Marshall,,"71+",Male,,"965-248-2861",Indianapolis,IN,"",""
42472386,50987442,Joseph Green,63.0,"51-70",Male,,,San Jose,"","2018-06-08",""
42657384,28572252,Willie Morris,27.0,"16-30",Male,philipmorris@gmail.com,"933-495-2993",New York,NY,"2023-08-31",Email
42691263,38609087,Robert Miller,,"71+",Male,kmiller@yahoo.com,,"","","2021-10-04",Email
42713008,61019678,Nicole Morris,,"71+",Female,ace1740@outlook.com,"786-723-8750",Houston,"","2020-05-16",Email
42775624,10076758,Luke Wright,26.0,"16-30",Male,buddy626@outlook.com,,"",PA,"2019-10-10",Email
43251599,59512272,Patricia Not To Say,39.0,"31-50",Female,,"387-567-1461",Austin,TX,"2021-10-15",Email
43554863,46361787,Kristin Smith,84.0,"71+",Female,jennifer.smith@icloud.com,,San Diego,CA,"2018-12-16",Push Notification
43567615,68800797,Valerie French,28.0,"16-30",Female,ranger6775@gmail.com,"631-716-9973",Las Vegas,NV,"2024-02-10",Push Notification
43638559,86644106,"",73.0,"71+",Male,rocky9597@icloud.com,,Austin,TX,"2023-11-27",SMS
43642236,84437458,Douglas Lee,35.0,"31-50",Other,douglas48@outlook.com,"808-355-2374",Houston,"","2024-05-16",Email
43822301,15512205,Jody Pearson,35.0,"31-50","",jody54@gmail.com,,Las Vegas,NV,"",""
43876400,39345092,David Williams,30.0,"16-30",Male,david18@gmail.com ,"870-468-4871",San Diego,"","2024-11-09",Email
43999198,91029073,Keith Mathews,72.0,"71+",Male,ace6183@icloud.com,,San Jose,CA,"2025-02-14",Push Notification
44044361,19553585,Carolyn Clements,26.0,"16-30",Female,david16@gmail.com,"956-489-1206",Columbus,OH,"2022-07-06",SMS
44088261,27232410,Darrell Garcia,58.0,"51-70",Male,brandi_garcia@gmail.com,"428-231-3332",Charlotte,NC,"2021-11-19",Push Notification
44210729,40547349,Leslie Martin,86.0,"71+",Female,amanda_martin@outlook.com,,Indianapolis,IN,"2024-02-21",SMS
44269370,73791320,Deborah Johnson,36.0,"31-50",Female,brandon.johnson@outlook.com,"717-971-8777",New York,NY,"",SMS
44295247,33607110,Tiffany Castillo,95.0,"71+",Female,dcastillo@gmail.com,"261-486-1132","",MI,"2024-05-28",Email
44349528,18770247,Stacey Harmon,,"71+",Female,angela.harmon@yahoo.com,"285-508-6215",Los Angeles,CA,"2026-03-14",Email
44355473,66240084,Victor Castro,18.0,"16-30",Male,,"249-516-5152",Houston,TX,"2021-06-15",SMS
44489940,70211891,Jared Perez,31.0,"31-50",Male,aperez@icloud.com,"435-967-6427",Detroit,MI,"2024-06-27",SMS
45186708,74606833,Barbara Sanchez,53.0,"51-70",Female,marysanchez@outlook.com,"610-567-2364","",CA,"2020-12-09",SMS
45495029,22517517,Kristin Hughes,66.0,"51-70",Female,ace4991@icloud.com,"953-766-1149","",TN,"2019-11-27",SMS
45570755,90048665,Tamara Donaldson,82.0,"71+",Female,amy_donaldson@hotmail.com,,"",TX,"2025-02-02",Push Notification
45617024,38270233,"",72.0,"71+",Female,vschwartz@gmail.com,"363-531-8790",San Jose,CA,"2020-02-22",SMS
45798645,22246348,Michael Taylor,48.0,"31-50",Male,robert_taylor@gmail.com,"603-646-6387",Dallas,TX,"2024-12-15",Push Notification
45843681,38898923,Natalie Vasquez,77.0,"71+",Female,,"729-278-3623",Chicago,IL,"",""
45859307,95225343,Kimberly Jones,72.0,"71+",Female,rjones@gmail.com,"622-551-1753",San Jose,CA,"2020-12-10",Email
45896226,99508850,Samuel Mitchell,40.0,"31-50",Male,jmitchell@gmail.com,,San Antonio,TX,"2022-07-17",""
46521025,99100953,James Little,53.0,"51-70",Male,rodney_little@aol.com,"684-752-9148",Columbus,OH,"2024-12-05",SMS
46578001,35529407,Christine Brown,33.0,"31-50",Female,sheilabrown@gmail.com,"305-829-9784",Portland,OR,"2022-01-22",Push Notification
46613428,74988034,Gregory Coleman,54.0,"51-70",Male,lisa_coleman@gmail.com,"251-303-7563",Austin,"","2025-10-10",Push Notification
46663833,36726767,Lindsey Parsons,18.0,"16-30",Female,samuel_parsons@outlook.com,"618-779-2930","",CA,"2023-06-10",Email
46670512,87342561,Joann Carey,0.0,"16-30",Female,nicole.carey@yahoo.com,"774-272-5748","","","2019-07-07",SMS
46677730,64009265,Jill Spencer,40.0,"31-50",Female,kimberly42@gmail.com,,Jacksonville,FL,"2019-06-19",SMS
46698468,48840994,"",31.0,"31-50",Female,tiffany78@gmail.com,"444-198-1813",Los Angeles,CA,"2020-07-30",SMS
46840133,17901903,Kimberly Hardy,70.0,"51-70",Female,sunny4283@gmail.com,"833-332-2977",Portland,OR,"2019-02-19",Push Notification
46866075,67527432,"",73.0,"71+",Female,rleach@outlook.com,"598-326-2386",San Antonio,TX,"",Email
46912022,58942697,Amy Gray,,"71+",Female,victoria_gray@gmail.com,"665-736-5305","","","2025-10-08",Push Notification
47028180,27566185,Charlotte Morales,61.0,"51-70",Female,daniel.morales@gmail.com,"643-249-1354",Fort Worth,TX,"2026-02-28",Email
47077298,45833156,Laura Sanchez,28.0,"16-30",Female,rocky369@outlook.com,"878-210-1323",San Francisco,CA,"2025-10-27",Email
47215199,97775215,"",55.0,"51-70",Female,joshua55@gmail.com,"427-686-3728",Los Angeles,"","2025-04-15",Push Notification
47388792,58884978,Tina Norris,33.0,"31-50",Female,sunny796@yahoo.com,"738-361-8423",San Diego,CA,"2026-02-11",Email
47546086,93131979,Cynthia Hardy,35.0,"31-50",Female,gerald7@gmail.com,"430-148-1170",Las Vegas,NV,"2025-07-24",Email
47818761,73519947,Dorothy Rivera,41.0,"31-50",Female,paige92@gmail.com,"661-578-8649",San Diego,CA,"2022-11-07",""
47962005,81691040,Christopher Wallace,61.0,"51-70",Male,ronald59@outlook.com,"623-136-9996",Charlotte,NC,"2018-11-05",""
47969333,13446499,Carolyn Watson,34.0,"31-50",Female,angelawatson@gmail.com,"871-562-3812",Denver,CO,"2018-10-08",Email
48016697,19774839,Kim Miller,44.0,"31-50",Female,susan_miller@gmail.com,"959-909-9186",San Diego,CA,"2021-09-22",Push Notification
48137561,85958181,Kristy Miller,29.0,"16-30",Female,matthew.miller@outlook.com,"353-365-4848",Chicago,"","2021-06-19",SMS
48242379,75876924,Debbie Williams,43.0,"31-50",Female,philip_williams@gmail.com,"655-868-2040",Las Vegas,NV,"2021-08-30",SMS
48260510,34850391,Nancy Williams,43.0,"31-50",Female,paul.williams@outlook.com,"872-902-2610",Portland,OR,"",Push Notification
48401154,40725714,Sylvia Flores,40.0,"31-50",Female,buddy2179@gmail.com,"904-185-9179",Portland,OR,"2020-10-13",SMS
48412328,79008866,Elizabeth Johnson,,"71+",Female,glenda47@gmail.com,"657-179-7050",Phoenix,AZ,"2024-06-05",""
48504300,73001391,Scott Mccarthy,48.0,"31-50",Male,richardmccarthy@gmail.com,"621-711-8099",San Jose,CA,"2022-01-19",Push Notification
48530827,60885459,Carolyn Burton,,"71+",Female,donaldburton@icloud.com,"642-486-2245","",CA,"2023-09-02",SMS
48571356,31227574,Cristina Martinez,36.0,"31-50",Female,david.martinez@yahoo.com,"901-759-8625",Charlotte,"","2022-10-09",SMS
48604965,68326160,Kevin Evans,64.0,"51-70",Male,john33@gmail.com,"414-411-8020",Columbus,OH,"2024-01-01",Push Notification
48605268,80823176,Courtney Hawkins,47.0,"31-50",Female,tammy.hawkins@hotmail.com ,"754-659-1289",San Francisco,CA,"2018-12-12",Email
48658617,22448136,Virginia Carroll,31.0,"31-50",Female,,"626-827-8272",Indianapolis,IN,"2022-05-10",SMS
48668339,30024960,Rachel Campos,35.0,"31-50","",,,Los Angeles,CA,"2024-07-05",SMS
48683937,23756669,Sheri Brown,91.0,"71+",Female,jeffrey.brown@gmail.com,"784-675-4189",Columbus,OH,"2026-04-21",SMS
48848936,79519112,Amber Lyons,51.0,"51-70",Female,jeffrey86@gmail.com,"589-258-1535",Philadelphia,"","2022-03-12",SMS
48858073,94120751,Brian Kelly,39.0,"31-50",Male,karenkelly@hotmail.com,"811-650-7469",Fort Worth,TX,"",Email
49093864,93352876,Spencer Stewart,29.0,"16-30",Male,patriciastewart@gmail.com,"574-249-9494",New York,NY,"",""
49172995,98753260,Robert Shannon,,"71+",Male,mark.shannon@icloud.com,"212-371-4435",Phoenix,AZ,"",""
49375156,30513739,Stacey Johnson,23.0,"16-30",Female,david99@icloud.com,,Nan,OH,"2023-04-14",Email
49385195,64023778,Joseph Wilson,17.0,"16-30","",joseph.wilson@yahoo.com,"737-485-8779","",TX,"2021-10-25",""
49580505,64543049,Jennifer Chase,55.0,"51-70",Female,cchase@yahoo.com,"855-290-7270",San Diego,CA,"",Email
49609054,17270733,Shirley Clark,17.0,"16-30",Female,robert_clark@gmail.com,"989-406-5617","",TX,"2019-01-25",SMS
49613214,66623995,Elizabeth Lewis,28.0,"16-30",Female,kelly47@gmail.com,"638-974-2363",Philadelphia,PA,"2018-12-27",SMS
49625201,39557077,Rebecca Williams,32.0,"31-50",Female,,"865-248-4961",Phoenix,AZ,"",SMS
49700543,13852048,Jacob Abbott,80.0,"71+",Male,anita65@gmail.com,,San Antonio,TX,"2018-11-08",SMS
49711319,88979095,Barbara Thomas,67.0,"51-70",Female,malik_thomas@gmail.com,,San Antonio,TX,"2020-12-18",Email
50071487,42857966,Charles Reid,72.0,"71+",Male,randy29@gmail.com,"978-774-4633",Seattle,WA,"2019-12-03",""
50151803,63551839,Jack Ramos,,"71+",Male,ranger5964@hotmail.com,"735-780-9605",Portland,OR,"2023-05-11",SMS
50193656,50056581,Tracey Smith,69.0,"51-70","",sunny1392@gmail.com,"416-691-6653",Boston,MA,"2022-04-15",""
50419829,50780112,"",37.0,"31-50",Male,barbara.campbell@gmail.com,"691-873-9771","",AZ,"2025-08-28",""
50455821,24305904,"",57.0,"51-70",Female,emily54@icloud.com,"951-702-7913",Charlotte,NC,"2026-02-12",SMS
50484137,69302158,Cheryl Rollins,33.0,"31-50",Female,karinarollins@gmail.com,,Indianapolis,IN,"2025-03-13",Push Notification
50550084,70597444,Gabriela Conley,31.0,"31-50",Female,ranger3258@gmail.com,"375-680-2922",Las Vegas,NV,"",Email
50559278,39219319,Nicole Shepard,41.0,"31-50",Female,kenneth.shepard@gmail.com,"925-187-4314",San Diego,"","2022-06-23",Email
50643870,96268397,Jack Garza,57.0,"51-70","",jack39@gmail.com,"318-308-8560",Phoenix,"","2024-11-18",SMS
50851122,16729990,Thomas Nash,76.0,"71+",Male,timnash@gmail.com,"389-942-2264",Chicago,IL,"2022-07-09",Push Notification
51395350,36096655,Luke Bowen,0.0,"16-30",Male,jennifer.bowen@outlook.com,"384-340-9912",Chicago,"","2021-07-22",SMS
51455302,21631697,Christina English,,"71+",Female,,"469-950-6614",Nashville,TN,"2025-01-07",Email
51464269,23009833,Grace Bauer,33.0,"31-50",Female,jennifer_bauer@gmail.com,"209-630-3369",Denver,CO,"2021-02-23",Email
51471222,49682169,"",65.0,"51-70",Female,michelle_miller@outlook.com,"897-774-9273",San Jose,CA,"2018-10-02",""
51536077,39742165,Juan Hayes,,"71+",Male,jessica53@gmail.com,"659-110-5855",San Diego,CA,"2019-08-10",SMS
51551377,71705170,Amber Elliott,64.0,"51-70",Female,buddy7372@icloud.com,"955-585-9195",Dallas,TX,"2019-05-20",""
51617680,20796722,"",24.0,"16-30",Male,patrick36@icloud.com,"488-837-8562",Chicago,IL,"2019-10-08",Push Notification
51638598,11698142,Virginia Hendricks,79.0,"71+",Female,christy.hendricks@outlook.com,"211-408-2755","",WA,"2020-12-09",Push Notification
51644346,65682626,"",,"71+",Female,amanda.leblanc@gmail.com,"928-688-1295",Columbus,"","2018-07-04",Push Notification
51662236,60882459,Victoria Williams,,"71+",Female,ranger2534@hotmail.com,"799-900-6623",Indianapolis,IN,"2025-06-14",SMS
51708177,81971316,Cory Rhodes,35.0,"31-50",Male,barbara.rhodes@gmail.com,"916-547-4909",Chicago,IL,"2021-04-06",Email
51827259,72409658,Jenny Melton,,"71+",Female,taylor.melton@hotmail.com,"255-630-3945",Phoenix,AZ,"",Push Notification
51936181,52101056,Brenda Hogan,36.0,"31-50",Female,jhogan@aol.com,,Las Vegas,NV,"2018-12-28",SMS
51946203,56930359,Rachel Poole,16.0,"16-30",Female,buddy7327@icloud.com,"322-645-7712",Jacksonville,FL,"2022-09-18",Email
51949529,36786211,"",63.0,"51-70",Female,,"423-445-3567",Nashville,TN,"",Push Notification
52018286,70407340,Kevin Todd,49.0,"31-50",Male,wtodd@gmail.com,"803-463-4757",Charlotte,NC,"2021-01-02",Push Notification
