customer_id,user_id,name,age,gender,email,phone_number,city,state,signup_date,preferred_contact_method
87789079,57553014,Kimberly Romero,80.0,Female,,348-233-4107,austin,Texas,2018-10-10,Email
58970845,66851760,Nancy Moore,56.0,Female,heather.moore@outlook.com,,Dallas,TX,2026-03-20,Email
27637794,65177213,Ryan Juarez,57.0,Male,ranger4406@outlook.com,+1 606 323 6013,Fort Worth,TX,2020-11-03,SMS
22097496,72682989,Emily Johnson,93.0,Female,kristen_johnson@icloud.com,6533395351,charlotte,NC,,Push Notification
49609054,17270733,Shirley Clark,17.0,Female,robert_clark@gmail.com,989-406-5617,,TX,2019-01-25,SMS
53851498,97705310,Jonathan Schroeder,66.0,,jschroeder@outlook.com,989-814-7843,Seattle,,2022-06-07,Email
65767881,96728778,,43.0,Female,farmstrong@gmail.com,410-500-2043,Jacksonville,FL,2022-08-18,Push Notification
33574011,23209423,Kimberly Hall,42.0,Female,jenniferhall@gmail.com,578-630-1180,Chicago,IL,2021-04-24,Email
36950221,18135295,,22.0,Female,lisa86@gmail.com,208-246-8302,Boston,MA,,Email
27738187,64038913,James Anderson,69.0,Male,ranger5691@hotmail.com,,Las Vegas,NV,2019-04-28,SMS
82398083,55540424,Chase Brady,37.0,Male,,369-358-4397,Columbus,OH,2018-08-28,Push Notification
59104566,24665841,Heather York,16.0,Female,,4869613643,Detroit,,,Email
81249799,43374088,,69.0,Female,nicholas.kelly@hotmail.com,,Seattle,WA,2022-10-23,Email
77349752,35714784,Kimberly Miller,72.0,Female,andre.miller@gmail.com,531-675-4105,Houston,,2021-12-24,Push Notification
46578001,35529407,Christine Brown,33.0,Female,sheilabrown@gmail.com,305-829-9784,Portland,OR,2022-01-22,Push Notification
32084778,81979055,,40.0,Female,chines@outlook.com,,Charlotte,,2025-04-06,SMS
44489940,70211891,Jared Perez,31.0,Male,aperez@icloud.com,435-967-6427,Detroit,MI,2024-06-27,SMS
74672520,28814949,Katelyn Anderson,,Female,cheryl.anderson@gmail.com,637-842-8652,Los Angeles,CA,2020-05-09,SMS
49613214,66623995,ELIZABETH LEWIS,28.0,Female,kelly47@gmail.com,638-974-2363,Philadelphia,PA,2018-12-27,SMS
55461591,34627347,David Brown,47.0,Male,,594-601-6043,NEW YORK,NY,2021-04-20,Push Notification
25457816,47385696,Christine Butler,77.0,Female,abutler@hotmail.com,2369326921,Indianapolis,IN,2024-11-09,Push Notification
72858374,72092888,Nicholas Barrett,60.0,Male,,638-358-5951,Las Vegas,NV,2024-04-28,Push Notification
20106509,43528453,,87.0,Male,charles_lopez@gmail.com,(375) 280-7138,Philadelphia,,2021-10-06,Email
28892086,20117988,Jamie Sanchez,63.0,Female,jared53@outlook.com,551-130-4846,,MA,,SMS
40281491,69476001,Susan Jefferson,57.0,Female,kevin_jefferson@icloud.com,882-508-7200,Indianapolis,IN,2023-02-13,Push Notification
63339667,83863413,Johnny Stone,21.0,Male,patricia_stone@icloud.com,849-468-1749,Boston,MA,,Push Notification
84801233,23141087,Samantha Stone,42.0,Female,,(319) 593-9858,LAS VEGAS,,2023-12-19,Email
59093496,16789850,Patrick Hernandez,37.0,Male,peter.hernandez@hotmail.com,860-451-7176,Phoenix,AZ,2019-04-30,
22120246,97529405,Sandra Delgado,71.0,Female,blake.delgado@@outlook.com,598-533-6237,San Jose,CA,2019-01-27,SMS
62958901,82556484,Elizabeth Baker,74.0,,,715-805-3022,PORTLAND,OR,,SMS
11868130,11980765,MARY JOHNSON,93.0,Female,jose.johnson@aol.com,546-532-8756,Philadelphia,PA,2023-05-16,SMS
45495029,22517517,Kristin Hughes,66.0,Female,ace4991@icloud.com,953-766-1149,,TN,2019-11-27,SMS
82017516,41726318,Sylvia Douglas,,Female,ace8454@outlook.com,,Jacksonville,FL,2022-03-24,Push Notification
26587799,32321899,Jacob Brown,47.0,Male,cbrown@gmail.com,696-760-8105,New York,NY,2023-04-23,SMS
71040347,64547971,Jessica Barry,46.0,Female,jean68@gmail.com,814-811-3948,,CA,2025-11-07,Email
59470729,75181648,Selena Reese,0.0,Female,danareese@icloud.com,912-420-9563,PORTLAND,OR,2024-05-25,
45186708,74606833,Barbara Sanchez,53.0,Female,marysanchez@outlook.com,610-567-2364,,CA,2020-12-09,SMS
88458327,38688676,Carolyn Bauer,,Female,mark56@gmail.com,856-191-6944,Boston,MA,2022-09-17,SMS
61140376,63826716,Zachary Holloway,62.0,Male,joel.holloway@icloud.com,970-498-3960,San Jose,,,SMS
95704631,17869910,Ronnie Delacruz,70.0,,ronniedelacruz@gmail.com,388-549-6799,DENVER,CO,2022-12-23,SMS
59858348,32097220,James Gordon,49.0,Male,conniegordon@gmail.com,,Philadelphia,PA,2018-08-28,Push Notification
24541967,60864911,Tracy Lopez,92.0,,buddy9991@gmail.com,,Boston,MA,2018-11-22,Push Notification
41383044,10289289,Monica Wallace,35.0,Female,twallacegmail.com,565-106-8542,San Antonio,TX,2020-02-21,SMS
73280554,62401521,Jaclyn Foley,36.0,Female,ranger2039@icloud.com,387-649-5415,New York,NY,2025-12-21,Email
13358751,45594951,,89.0,Female,laurapruitt@hotmail.com,533-869-7551,San Antonio,TX,2020-12-24,Push Notification
93154172,71070189,Ryan Porter,,Male,,947-623-4061,BOSTON,MA,2021-07-03,Email
85350823,48285503,Brenda Hall,25.0,Female,jaredhall@gmail.com,294-985-1834,Houston,tx,2022-06-28,SMS
54024257,66775103,Katherine Bradley,25.0,Female,theodore45@gmail.com,684-386-2650,Jacksonville,FL,2026-04-21,SMS
91883846,84593961,,,Female,lydiaking@outlook.com,398-821-8303,Dallas,TX,2019-04-05,Email
39711402,98834863,William Key,24.0,,wkey@gmail.com,(814) 380-3112,San Jose,CA,Prefer not to say,SMS
96926431,75319931,Gary White,16.0,Male,,(511) 972-4609,Dallas,tx,2023-05-20,SMS
18484847,30776478,Mary Jensen,68.0,Female,veronicajensen@@icloud.com,619-726-5831,HOUSTON,,2025-07-16,
95282470,35487660,Michael Frank,,Male,buddy1753@yahoo.com,533-375-4341,Detroit,MI,2020-01-14,Push Notification
72312933,49823450,Joshua Lane,58.0,Male,victorialane@outlook.com,272-246-2180,Indianapolis,IN,2021-09-29,SMS
50559278,39219319,Nicole Shepard,41.0,Female,kenneth.shepard@gmail.com,925-187-4314,San Diego,,2022-06-23,Email
97139443,17849494,Clifford Zamora,54.0,Male,donald.zamora@icloud.com,,Austin,TX,2024-08-09,Push Notification
64800542,87736262,,41.0,Male,penny.martinez@gmail.com,884-803-5940,CHICAGO,IL,2025-03-25,Push Notification
25659979,82772208,Jason Garcia,65.0,Male,leslie58@gmail.com,562-426-9097,Houston,TX,2023-05-27,SMS
28760553,18181586,Clayton Valenzuela,,,clayton30@gmail.com,571-102-4330,Denver,CO,,Email
16086345,52091325,Matthew Brewer,42.0,Male,ranger3983@gmail.com,581-155-2736,San Diego,CA,2020-07-02,Push Notification
14994527,17672593,Charles Andrews,52.0,Male,tammyandrews@icloud.com,494-213-3554,Detroit,MI,2019-09-01,Email
50851122,16729990,Thomas Nash,76.0,Male,timnash@gmail.com,389-942-2264,Chicago,IL,2022-07-09,Push Notification
76118957,88406989,Timothy Mitchell,50.0,Male,aaron.mitchell@gmail.com,447-375-2393,Austin,TX,2019-11-16,Push Notification
25585427,73993471,philip kelly,54.0,Other,philip_kelly@gmail.com,689-700-1612,Las Vegas,NV,2021-07-23,SMS
23044889,77491435,Jacqueline Barrera,32.0,Female,buddy8583@yahoo.com,414-725-2228,Jacksonville,FL,2019-10-21,Email
41514326,81286543,Megan Buckley,52.0,Female,david_buckley@outlook.com,866-243-3031,San Jose,CA,,Push Notification
82148284,31130263,Cody Griffin,,Male,leah65@gmail.com,498-484-3592,PORTLAND,OR,2023-04-25,Push Notification
28208520,17634247,Sherry Hart,36.0,Female,,486-565-1627,Columbus,OH,,Push Notification
62163160,78159587,Sara Mcdowell,32.0,Female,andrew3@gmail.com,+1 738 319 5250,Dallas,TX,2020-05-08,Email
70887034,20752378,Jeremy Gonzalez,61.0,Male,john90@gmail.com,532-780-6185,Las Vegas,NV,2025-05-14,
59796322,34941004,,32.0,,ranger9486@gmail.com,415-295-1235,Los Angeles,CA,2023-01-20,SMS
99991136,19196777,Nancy Martinez,60.0,Female,sarah_martinez@gmail.com,,Philadelphia,PA,2020-08-01,Push Notification
82503409,89864260,Christopher Gilbert,,Male,bgilbert@icloud.com,666-664-7243,Houston,TX,2020-04-07,Email
66254240,19121552,Darius Carter,32.0,Male,laura_carter@gmail.com,732-939-6201,Columbus,oh,2022-10-08,SMS
88831486,41568532,geoffrey henderson,34.0,Other,geoffreyhenderson@gmail.com,,Jacksonville,FL,2026-02-18,Email
30739712,64193837,,25.0,Female,stephen_medina@gmail.com,482-184-3355,San Diego,CA,2019-11-04,Push Notification
65684858,26090908,Rhonda Collins,17.0,Female,,522-748-8387,Indianapolis,IN,2025-07-25,Email
97902129,86460539,,25.0,Male,,423-130-6366,San Antonio,TX,2021-10-19,Email
23290458,43046464,Paula Strong,27.0,Female,sunny2843@gmail.com,940-599-8101,Portland,OR,2021-08-14,
75679047,87701200,,39.0,Male,bpayne@gmail.com,385-928-6286,Denver,CO,2022-07-19,SMS
92631441,89795010,Guy Dalton,65.0,,guy_dalton@gmail.com,8998748130,Seattle,WA,2020-01-26,SMS
64776386,15334035,,63.0,Female,,238-646-9642,new york,NY,2020-06-28,Email
47546086,93131979,Cynthia Hardy,35.0,Female,gerald7@gmail.com,430-148-1170,Las Vegas,NV,2025-07-24,Email
14391105,21003626,Frederick Perry,30.0,Male,cindy.perry@gmail.com,798-571-2964,Austin,TX,2021-09-09,
59731689,66267415,Bryan Alexander,37.0,Male,,912-179-2231,detroit,MI,2025-12-12,SMS
39161443,98231132,Brian Jenkins,16.0,Male,timothy40@outlook.com,610-292-2124,Phoenix,AZ,2022-04-01,SMS
69509870,88339168,Charles Wade,39.0,Male,dominic68gmail.com,,Dallas,TX,2018-09-12,SMS
69686067,85863473,nicholas pearson,31.0,Male,,836-816-7628,San Diego,CA,2026-05-27,SMS
41690501,80166708,Andrew Paul,38.0,Male,cpaul@hotmail.com,392-440-8458,Boston,MA,2020-02-01,Email
58678896,52462441,Daniel Stevens,90.0,,daniel32@gmail.com,303-411-6499,Los Angeles,CA,2023-05-16,SMS
23335151,44999379,Victoria Dixon,50.0,Other,victoria77@gmail.com,232-350-8056,Dallas,,2022-08-02,SMS
59302863,37415205,Rebecca Carlson,26.0,Female,,781-911-6685,Dallas,TX,2021-08-24,SMS
83076970,99889098,Jeff Riley,25.0,Male,thomas.riley@icloud.com,877-954-1010,Los Angeles,CA,2021-11-13,Email
96547189,52169044,Patrick Kemp,40.0,Male,christina_kemp@gmail.com,468-409-6091,Los Angeles,CA,2025-08-20,Email
58140388,42035886,Ian Hall,55.0,Male,,680-462-8006,Philadelphia,PA,2026-05-05,
18126895,45650176,Jennifer Dennis,41.0,Female,sdennis@outlook.com,287-156-5426,Austin,TX,2020-12-22,Push Notification
63437398,63121477,Shari Johnson,34.0,Female,jjohnson@gmail.com,937-106-8945,Seattle,WA,2024-02-16,Push Notification
47028180,27566185,Charlotte Morales,61.0,Female,daniel.morales@gmail.com,643-249-1354,Fort Worth,TX,2026-02-28,Email
35475673,96637649,,28.0,Female,matthew51@hotmail.com,795-410-1558,Houston,TX,2023-06-12,Push Notification
26395999,50264926,Robert Evans,55.0,Male,buddy3463@gmail.com,486-903-5963,Las Vegas,NV,2019-10-29,
71031132,71367643,Jennifer Lowe,23.0,Female,mlowe@gmail.com,532-878-4793,CHICAGO,IL,2022-02-27,Push Notification
22304198,52436584,thomas cook,61.0,Male,mary_cook@outlook.com,401-358-9046,,,2021-10-01,
98955314,19736572,Shirley Scott,48.0,Female,sunny6695@outlook.com,785-947-8761,Seattle,WA,2023-07-12,Push Notification
38468360,11250299,Christopher Gibbs,44.0,Male,trevor16@gmail.com,362-394-2225,Los Angeles,CA,2022-04-10,
96128115,71510041,Michael Barker,58.0,Male,ace538@gmail.com,706-174-1579,Columbus,OH,2021-03-12,SMS
95831286,93370583,Larry Hill,88.0,Male,dawn45@icloud.com,899-800-1296,Austin,TX,2018-09-18,Push Notification
90147573,85563727,Jason Johnson,51.0,Male,sunny3182@gmail.com,938-355-1931,Columbus,OH,,Email
12866549,23419256,Catherine Ingram,23.0,Female,claireingram@icloud.com,8703509631,Las Vegas,,2020-08-03,SMS
16788532,19832887,Cristina Chavez,43.0,,cchavez@gmail.com,,,TX,2023-05-22,SMS
54762841,82160068,Ruth Pugh,41.0,Female,cody85@icloud.com,976-128-6586,Los Angeles,ca,2024-03-01,
42691263,38609087,Robert Miller,,Male,kmiller@yahoo.com,,,,2021-10-04,Email
26901217,77898694,Angela Morris,64.0,Female,jonathonmorris@icloud.com,794-181-5529,CHARLOTTE,nc,2024-02-10,
85776373,45594597,Alison Wood,,Female,joshua.wood@gmail.com,464-116-6789,Portland,OR,2022-04-05,Push Notification
37542226,27778019,,,Female,denise.wilkins@outlook.com,,Columbus,OH,2023-08-03,Email
19208698,56843172,,39.0,Male,ranger9556@gmail.com,7419171842,portland,OR,2019-11-03,Push Notification
84384510,19233013,Mark Wilson,53.0,Male,kristen.wilson@hotmail.com,+1 820 335 8355,San Diego,,2021-09-10,SMS
37804191,42787299,James Smith,27.0,Male,jeffreysmith@outlook.com,629-369-8698,Indianapolis,IN,,Push Notification
88703005,59597086,Michael Martinez,,Male,jacob_martinez@gmail.com,660-518-8368,Jacksonville,FL,2024-04-19,Push Notification
38984499,48250360,Steven Dawson,64.0,Male,julian_dawson@icloud.com,250-677-9481,,PA,,Push Notification
41272553,31172421,Jason Brooks,58.0,Male,,438-782-5565,Austin,TX,2023-05-09,Email
54098516,68812137,Nicole Miranda,33.0,,nmiranda@icloud.com,706-369-2423,Detroit,MI,2024-05-29,Email
29804386,82909480,Austin Dunn,,Male,,850-742-1130,Las Vegas,NV,2022-02-14,Email
89991301,50603163,Ryan Hernandez,31.0,Male,,854-457-8933,Chicago,IL,2018-10-12,Push Notification
10380581,92097999,Ralph Lopez,47.0,Male,david_lopez@icloud.com,922-231-8925,Charlotte,NC,2018-10-31,SMS
47215199,97775215,,55.0,Female,joshua55@gmail.com,427-686-3728,Los Angeles,,2025-04-15,Push Notification
29419691,80993218,David Hubbard,26.0,Male,thubbard@gmail.com,,NASHVILLE,TN,2021-12-02,SMS
27447248,11049999,NICHOLAS DAVIS,28.0,Male,caroldavisgmail.com,276-616-7805,Dallas,TX,,Email
82506491,99639081,Steve Webb,24.0,Male,jacquelinewebb@gmail.com,695-391-9736,Dallas,,2019-05-14,Push Notification
43642236,84437458,Douglas Lee,35.0,Other,douglas48@outlook.com,808-355-2374,Houston,,2024-05-16,Email
33420607,50181935,Richard Mack,42.0,Male,tmack@outlook.com,530-572-8913,Columbus,OH,2024-05-18,
24754064,99038526,,56.0,Other,,504-220-8134,Indianapolis,IN,Prefer not to say,SMS
98725654,23903144,Brian Tucker,74.0,Male,chase_tucker@icloud.com,211-425-7820,Boston,MA,2024-10-25,
13460153,28024248,,26.0,Other,molly_king@@outlook.com,577-739-7607,Seattle,WA,2020-12-21,SMS
27690330,45496015,Melissa Nelson,55.0,,melissa99@gmail.com,203-902-4798,Denver,CO,2021-09-17,Email
11994519,25492573,Angela Wright,34.0,Female,rwright@yahoo.com,744-180-4504,Houston,TX,2024-07-03,Email
58082464,24366125,,83.0,Male,sunny6958@gmail.com,653-469-9618,Boston,MA,2026-03-20,
41934639,84252420,Teresa Perez,,Female,claudia_perez@gmail.com,685-867-9938,nashville,TN,2018-10-29,Email
89034501,30863865,Michael Little,16.0,Male,jlittle@gmail.com,881-512-7821,NAN,,2023-01-07,Push Notification
53455870,46553958,,46.0,Female,michael.wallace@gmail.com,,Dallas,TX,2026-03-19,Push Notification
12118101,47816686,Gabriel Poole,30.0,Male,cynthiapoole@yahoo.com,432-955-4084,Detroit,MI,2023-07-26,SMS
33386929,91178885,Austin Klein,80.0,,austinklein@gmail.com,551-816-9253,denver,,2021-08-19,Push Notification
45617024,38270233,,72.0,Female,vschwartz@gmail.com,+1 363 531 8790,SAN JOSE,CA,2020-02-22,SMS
17032877,56020613,,36.0,,jessica52@gmail.com,632-536-5413,Dallas,TX,2021-04-09,Push Notification
27013243,37326368,Heather Dougherty,35.0,Female,ace5077@yahoo.com,,Phoenix,AZ,2024-12-01,Email
66500369,95125977,Paula Perez,,Female,,610-891-6359,Fort Worth,TX,,SMS
80610004,45431319,Michael Guerra,71.0,Male,jeremy_guerra@icloud.com,246-316-5946,,NY,2025-07-24,SMS
25253751,77834855,Michael Hunt,31.0,Male,,789-619-7291,SAN JOSE,Calif.,,Push Notification
18530615,75569635,Eric Thomas,52.0,Male,emma48@hotmail.com,208-445-5224,Jacksonville,FL,2022-11-22,Email
73920651,43704923,Joseph Merritt,54.0,Male,cynthia33@gmail.com,658-432-5877,Portland,OR,2021-05-23,Push Notification
70166480,16818112,Heather Price,17.0,Female,kimberly_price@icloud.com,535-481-1627,Las Vegas,NV,2019-02-18,
58592048,22388090,Jacob Erickson,56.0,Male,brian.erickson@icloud.com,,Houston,TX,2025-02-08,SMS
78885632,95132217,,37.0,Female,charles_boyer@icloud.com,827-394-8547,Boston,MA,2019-10-12,Push Notification
89680504,66851377,Katrina Perez,44.0,Female,ranger3461@icloud.com,286-312-9676,Las Vegas,,2022-11-21,SMS
24636981,47135391,Scott Cannon,40.0,,scannon@yahoo.com,424-316-2812,Indianapolis,IN,2023-06-21,
70667140,15917225,Christine Blankenship,30.0,Female,elizabeth_blankenship@icloud.com,382-509-5725,Seattle,,2025-03-09,Email
77624084,10475894,Kevin Harper,50.0,Male,christopherharper@gmail.com,371-682-8731,Boston,MA,2020-06-15,Push Notification
39735904,54769200,Cindy Barrera,,Female,denisebarrera@gmail.com,382-572-9195,Phoenix,AZ,2019-12-15,Push Notification
92558242,27558317,Garrett Walker,34.0,Male,alan61@gmail.com,944-161-5799,Columbus,,2026-03-08,SMS
15820356,95511909,Timothy Bailey,,Male,connor.bailey@yahoo.com,538-757-2213,Philadelphia,PA,2025-12-13,SMS
98436473,45159040,Kyle Webb,,Male,bwebb@gmail.com,931-550-5831,New York,,2024-11-04,Email
79987997,31687165,,71.0,Female,gmoore@yahoo.com,588-986-8950,San Francisco,CA,2023-01-13,
50484137,69302158,Cheryl Rollins,33.0,Female,karinarollins@gmail.com,,Indianapolis,IN,2025-03-13,Push Notification
71477426,84045292,Brian Rojas,30.0,Male,,+1 951 950 2043,Las Vegas,,2025-05-05,Email
96347724,67403166,Christina Reyes,45.0,Female,charles15@gmail.com,938-553-4191,Indianapolis,IN,2019-07-01,Push Notification
14180968,85283645,Jill Spencer,26.0,Female,jessica_spencer@gmail.com,700-106-6229,Seattle,WA,2023-02-12,Push Notification
18163847,11297845,Dana Douglas,47.0,,danadouglas@gmail.com,,San Francisco,,2020-07-11,Email
74287863,25015458,,,Male,sunny6085@gmail.com,206-880-7620,Austin,TX,,Email
63904155,20099059,Jeffrey Fields,86.0,Male,,365-433-8859,Seattle,,2025-07-16,Push Notification
67213476,30005727,Evan Stevens,,Male,,355-703-5896,Charlotte,NC,2018-12-30,Push Notification
24490391,83227889,Diane Adams,,Female,,894-820-5243,Charlotte,NC,2023-01-06,
75802771,14835614,Colleen Horn,59.0,Female,,745-262-9413,Jacksonville,FL,2021-04-25,Email
69533928,59555330,Ebony Mitchell,42.0,Female,smitchell@aol.com,220-108-4690,Las Vegas,NV,,SMS
19863756,88183110,Dylan Mercer,39.0,Male,timothymercer@gmail.com,,Austin,tx,2019-10-10,Email
20843514,84158663,Erin Anderson,48.0,Female,christinaanderson@gmail.com,719-692-9462,Los Angeles,CA,2024-09-02,Email
53233116,29876811,Samantha Medina,28.0,Female,samantha15@gmail.com,,New York,,2025-11-28,Email
91644298,67684996,Spencer Black,77.0,Male,brianblack@gmail.com,362-529-3824,Las Vegas,nv,2026-02-04,Email
29909029,27105448,Joseph Wilkins,,Male,sunny5270@gmail.com,981-712-9604,New York,NY,2026-03-07,Email
18815720,15614174,Jason Ritter,25.0,,jason.ritter@gmail.com,705-866-4215,Indianapolis,IN,,Email
26937148,51373735,Donald Cole,27.0,Male,lindsey_cole@hotmail.com,584-777-3379,Charlotte,,2026-01-29,Push Notification
46912022,58942697,Amy Gray,,Female,victoria_gray@gmail.com,665-736-5305,,,2025-10-08,Push Notification
93794475,15354599,John Garza,39.0,Male,austin.garza@gmail.com,330-994-6695,,OH,2022-03-19,
94970119,58024342,Sue Parks,53.0,,sue_parks@icloud.com,584-262-2640,boston,MA,,
88566318,38195995,Kimberly Williamson,34.0,Female,kwilliamson@icloud.com,952-727-2094,Indianapolis,,,
83599154,43491314,,62.0,Female,michaelrasmussen@gmail.com,,Phoenix,,2023-08-18,Email
53645651,99514287,Kelly Mullins,53.0,Female,,431-635-2688,LOS ANGELES,Calif.,2021-09-01,Email
61124122,23796726,,94.0,Male,elizabeth_dyer@outlook.com,(449) 699-9109,San Francisco,CA,2022-09-08,Email
90180577,57469942,Theresa George,44.0,Female,reginald.george@outlook.com,936-862-1653,Nashville,TN,,SMS
81210133,85146293,Jimmy Pugh,52.0,Male,scott38@gmail.com,657-902-1783,Detroit,MI,2020-12-29,SMS
49580505,64543049,Jennifer Chase,55.0,Female,cchase@yahoo.com,855-290-7270,San Diego,CA,,Email
70896652,93303777,Elizabeth C. King,,Female,bking@gmail.com,350-833-6573,,WA,2021-02-05,Push Notification
77853916,30743797,,37.0,Male,michaelespinoza@hotmail.com,349-112-5862,DALLAS,TX,2021-05-17,Email
91259008,41774346,Monica Nunez,94.0,Female,ranger4294@hotmail.com,910-237-6270,San Jose,,2024-03-11,Push Notification
67740376,31810617,Todd Allen,43.0,Male,hallen@gmail.com,223-673-8347,Charlotte,,2020-06-01,Push Notification
23311507,33763566,Deborah Ramirez,59.0,Female,ronald63@hotmail.com,7849179322,Phoenix,,2020-12-04,SMS
25356396,65337219,David Mullins,33.0,Other,,540-191-2542,San Antonio,TX,2020-09-06,SMS
97874085,13326769,Nicole Welch,55.0,,ranger1496@gmail.com,737-363-1334,Dallas,TX,2024-05-01,Push Notification
97364555,34073380,Kelsey Walter,24.0,,kelsey.walter@gmail.com,,San Antonio,TX,2020-01-31,Push Notification
83998961,54585178,Kayla Aguilar,32.0,Female,,885-667-2072,Boston,MA,2022-05-23,SMS
38859907,65259205,Rhonda Taylor,37.0,Female,judith.taylor@icloud.com,529-238-8338,,IL,2020-11-05,Email
67723010,99913412,Sarah Garcia,41.0,Female,sunny913@icloud.com,748-128-1773,Los Angeles,CA,2025-04-05,SMS
70606674,43308443,,40.0,Male,ace7501@@gmail.com,411-805-2905,San Diego,CA,2023-08-25,SMS
40667888,45810056,Benjamin Galloway,19.0,Male,jeffrey34@hotmail.com,6269437777,Denver,CO,2019-11-15,SMS
65541117,31367172,jane thomas,38.0,,ranger1099@gmail.com,492-976-5284,Seattle,,2024-09-26,Email
55490631,24508349,,66.0,,,(653) 711-1672,Philadelphia,PA,2025-04-21,
70867592,61343880,Robert Becker,81.0,Male,mistybecker@gmail.com,272-963-5026,San Francisco,,2025-03-15,Push Notification
63516659,15197528,Misty Evans,,Female,henry_evans@gmail.com,,,AZ,2022-12-31,Push Notification
65833185,73174945,David Castaneda,45.0,,david_castaneda@outlook.com,853-848-3856,Charlotte,NC,,SMS
22762205,39854548,Audrey Young,80.0,Female,denise_young@gmail.com,534-781-7535,,TX,2018-06-28,Email
51949529,36786211,,63.0,Female,,423-445-3567,Nashville,TN,,Push Notification
67279295,71780854,Patricia P. Sandoval,43.0,Female,beverly20@outlook.com,893-199-2070,,TX,2023-02-23,Email
51946203,56930359,Rachel Poole,16.0,Female,buddy7327@icloud.com,322-645-7712,Jacksonville,FL,2022-09-18,Email
99269266,50962024,sarah williamson,40.0,Female,,704-787-6633,,NY,2022-11-03,SMS
44210729,40547349,Leslie Martin,86.0,Female,amanda_martin@outlook.com,,INDIANAPOLIS,IN,2024-02-21,SMS
60237832,39920292,,76.0,Male,tony.adams@yahoo.com,544-475-9398,DENVER,CO,2025-04-22,SMS
30486849,13176186,Erin Miller,40.0,Female,nicole_miller@icloud.com,358-685-4882,HOUSTON,TX,2021-09-02,Email
73655158,98588154,Thomas Johnson,60.0,Male,christine.johnson@gmail.com,903-338-4444,Las Vegas,NV,,Email
19010480,35921441,Sandra Brown,66.0,Female,,393-291-6265,SAN FRANCISCO,CA,2019-03-17,Email
22243983,63481198,Lori Gibson,34.0,Female,sunny4621@yahoo.com,213-862-2445,Philadelphia,PA,2019-05-10,
21457410,54058573,John Scott,59.0,Male,anthony_scott@yahoo.com ,677-572-6314,Indianapolis,IN,2023-09-07,SMS
22513132,47393469,Michelle Jackson,59.0,Female,john.jackson@icloud.com,354-377-6526,Portland,,2023-04-18,
67965485,19317495,JACQUELINE ROBINSON,22.0,Female,rocky7994@hotmail.com,732-606-4545,,,2020-04-20,
22960658,47463522,Nicholas Campbell,49.0,Male,darrellcampbell@gmail.com,521-749-8801,,CO,2022-12-30,SMS
60015814,57130035,Jason Munoz,54.0,Male,james73@gmail.com,818-845-5358,Jacksonville,FL,2023-12-19,Email
27463800,96098221,,57.0,Female,hwilcox@gmail.com,503-851-1992,DALLAS,TX,2026-01-17,Push Notification
84674816,78371272,Adrian Johnson,91.0,Male,tricia.johnson@gmail.com,311-380-8470,Charlotte,NC,2024-05-17,SMS
18050510,63643924,Dawn Murray,34.0,Female,aaron4@outlook.com,724-157-3160,Jacksonville,FL,2018-07-13,SMS
88714010,81969657,Denise Howard,17.0,Female,matthew.howard@icloud.com,319-881-5272,Columbus,,2026-03-09,Email
85374852,54446182,Rachel Boyer,33.0,Female,philip_boyer@gmail.com,405-703-1589,Nashville,tn,2021-07-10,Email
85387867,13704481,,32.0,Female,caitlin_williams@outlook.com,467-502-2952,San Jose,CA,2022-10-08,Push Notification
54244334,25480907,Andrea Duncan,35.0,Female,rocky3289@yahoo.com,256-763-4765,Denver,CO,2019-08-01,Push Notification
99927658,45059710,Stephanie Griffin,,Female,donna22@icloud.com,835-151-1183,Seattle,,2019-01-05,SMS
26405605,33966966,Denise Griffith,84.0,Female,,852-862-1497,New York,ny,,SMS
65137801,87925434,Hannah Nunez,26.0,Female,elainenunez@gmail.com,,Fort Worth,tx,2022-03-26,SMS
57459130,45630292,Alexandria Brown,71.0,Female,emily73@outlook.com,668-940-8741,Las Vegas,NV,2025-07-05,
99300492,15134794,Leon Turner,30.0,Male,timothy19@hotmail.com,662-871-9834,Seattle,WA,2023-05-16,
66765623,24549543,Laura Moore,25.0,Female,rocky6503@gmail.com,958-332-6486,columbus,OH,2025-07-28,
16904975,90070438,Kyle Henderson,30.0,Male,haley83@gmail.com,274-811-6022,Las Vegas,NV,2023-01-30,
48604965,68326160,Kevin Evans,64.0,Male,john33@gmail.com,414-411-8020,columbus,OH,2024-01-01,Push Notification
90585678,56397338,Travis Wu,52.0,Male,kwu@yahoo.com,,Houston,TX,2021-05-18,SMS
51936181,52101056,Brenda Hogan,36.0,Female,jhogan@aol.com,,Las Vegas,NV,2018-12-28,SMS
57197152,68571795,Melissa Bryant,44.0,Female,jeremy.bryant@gmail.com,456-105-7345,Boston,,2024-02-13,Push Notification
23905032,91363974,,,Female,ace1673@gmail.com,222-825-9604,Phoenix,AZ,2018-08-27,Push Notification
87566910,78642041,lisa james,43.0,Female,kjames@gmail.com,690-168-4039,Phoenix,AZ,2018-10-04,Push Notification
78103759,25521714,Sabrina Martinez,,Female,erik.martinez@gmail.com,420-201-3824,Phoenix,AZ,2021-06-08,SMS
38553319,61700055,,55.0,,kevin32@outlook.com,229-297-7122,,CA,2023-02-28,SMS
